concurso;data_do_sorteio;bola1;bola2;bola3;bola4;bola5;bola6;ganhadores_6_acertos;cidade_uf;rateio_6_acertos;ganhadores_5_acertos;rateio_5_acertos;ganhadores_5_acertos;rateio_4_acertos;acumulado_6_acertos;arrecadacao_total;estimativa_premio;acumulado_sorteio_especial_mega_da_virada;observacao
2340;30/01/2021;16;21;28;41;49;51;0;NULL;0.00;24;93309.21;2408;1328.56;19883105.32;38841412.50;25000000.00;4932390.87;NULL
2341;03/02/2021;4;9;31;32;42;46;1;MIRASSOL D'OESTE/MT;25099868.34;59;47999.27;3548;1140.26;0.00;49118593.50;2500000.00;5677642.74;NULL
2342;06/02/2021;17;20;24;27;40;60;0;NULL;0.00;35;51441.93;2233;1151.85;3316650.89;31228029.00;7500000.00;6151450.04;NULL
2343;10/02/2021;4;31;42;45;49;56;0;NULL;0.00;24;83892.90;2507;1147.31;7025600.31;34921728.00;11000000.00;6681299.97;NULL
2344;13/02/2021;11;17;25;38;52;57;0;NULL;0.00;59;42795.90;4548;793.11;24888687.84;43793878.50;29000000.00;7345762.60;NULL
2345;17/02/2021;7;16;19;22;28;55;0;NULL;0.00;75;30067.59;4970;648.19;29042762.29;39112816.50;34000000.00;7939201.81;NULL
2346;20/02/2021;3;4;11;40;42;58;0;NULL;0.00;53;64466.74;4812;1014.35;35336751.66;59261251.50;42000000.00;8838343.17;NULL
2347;24/02/2021;8;9;17;30;58;60;0;NULL;0.00;74;46850.78;5504;899.85;41723252.74;60132298.50;50000000.00;9750700.48;NULL
2348;27/02/2021;2;3;7;48;51;54;1;RIO DE JANEIRO/RJ;49341885.20;107;38652.61;6601;895.06;0.00;71733469.50;2500000.00;10839076.56;NULL
2349;03/03/2021;5;10;25;32;49;54;1;CURITIBA/PR;2780964.58;59;25587.57;3150;684.65;17118616.07;26184258.00;22000000.00;11236357.23;NULL
2350;06/03/2021;25;28;29;34;41;45;0;NULL;0.00;40;64050.85;2828;1294.21;21838152.59;44436942.00;27000000.00;11910576.75;NULL
2351;10/03/2021;19;22;35;41;47;49;0;NULL;0.00;72;37556.05;4604;839.03;26819270.36;46899868.50;32000000.00;12622165.03;NULL
2352;13/03/2021;9;17;38;41;49;55;0;NULL;0.00;102;31309.46;5124;890.36;32702152.11;55390455.00;40000000.00;13462576.72;NULL
2353;17/03/2021;3;19;34;41;48;53;0;NULL;0.00;71;45966.00;5457;854.36;38714021.01;56604937.50;45000000.00;14321415.15;NULL
2354;20/03/2021;6;18;25;30;42;54;2;CANAL ELETRONICO;22779788.25;169;21989.10;6593;805.21;17877175.12;64454539.50;22000000.00;15299351.66;NULL
2355;24/03/2021;7;30;31;41;50;56;0;NULL;0.00;29;78428.97;2014;1613.30;22066933.07;39448795.50;27000000.00;15897888.53;NULL
2356;27/03/2021;3;10;25;36;51;58;1;CANAL ELETRONICO;27070907.55;100;27164.44;5821;666.66;0.00;47115076.50;2500000.00;16612742.04;NULL
2357;31/03/2021;19;28;30;34;40;51;0;NULL;0.00;18;81867.39;1287;1635.71;2714550.43;25558933.50;6000000.00;17000534.98;NULL
2358;03/04/2021;5;9;11;16;43;57;0;NULL;0.00;66;23700.03;3627;616.09;5595975.25;27130144.50;8000000.00;17412167.10;NULL
2359;06/04/2021;31;32;39;42;43;51;0;NULL;0.00;17;72013.51;1053;1660.87;18565052.11;21233529.00;22000000.00;17734332.83;NULL
2360;08/04/2021;10;15;21;24;29;45;0;NULL;0.00;36;58470.79;3646;824.75;22442588.36;36509062.50;27000000.00;18288266.60;NULL
2361;10/04/2021;14;21;22;29;35;46;0;NULL;0.00;61;42932.72;3782;989.23;27266869.79;45423171.00;33000000.00;18977449.68;NULL
2362;14/04/2021;3;20;22;32;35;50;0;NULL;0.00;41;75848.58;3883;1144.10;32995433.41;53937468.00;40000000.00;19795815.92;NULL
2363;17/04/2021;6;14;24;34;39;58;1;SAO PAULO/SP;40076100.78;77;49919.36;5169;1062.31;0.00;66668242.50;2500000.00;20807339.84;NULL
2364;22/04/2021;20;33;42;44;51;56;0;NULL;0.00;180;8467.06;1719;1266.57;18093444.77;26434102.50;22000000.00;21208411.26;NULL
2365;24/04/2021;1;17;28;37;44;50;0;NULL;0.00;40;60015.09;2940;1166.47;22515609.47;41637028.50;28000000.00;21840149.09;NULL
2366;28/04/2021;4;27;33;35;38;41;0;NULL;0.00;76;37685.71;4869;840.33;27791608.55;49676332.50;34000000.00;22593863.26;NULL
2367;30/04/2021;5;23;29;34;53;60;0;NULL;0.00;63;40222.88;4551;795.44;32459579.35;43951423.50;38000000.00;23260716.25;NULL
2368;04/05/2021;4;7;13;25;36;58;1;NOVA BRASILANDIA D'OESTE/RO;37429107.24;152;17748.32;7476;515.50;0.00;46790743.50;2000000.00;23970648.83;NULL
2369;06/05/2021;4;9;17;19;37;60;0;NULL;0.00;47;30966.61;3447;603.18;16520136.74;25243569.00;20000000.00;24353656.88;NULL
2370;08/05/2021;7;31;37;42;44;56;0;NULL;0.00;29;87322.20;3835;943.32;21184980.91;43921984.50;27000000.00;25020063.21;NULL
2371;12/05/2021;4;15;30;36;39;48;0;NULL;0.00;53;56726.39;3480;1234.19;26723268.11;52145914.50;33000000.00;25811247.11;NULL
2372;15/05/2021;3;19;25;44;46;57;0;NULL;0.00;128;28213.14;7636;675.61;33375629.41;62635513.50;40000000.00;26761584.46;NULL
2373;19/05/2021;23;24;26;44;49;60;0;NULL;0.00;72;51363.16;5432;972.58;40188006.27;64142145.00;48000000.00;27734781.16;NULL
2374;22/05/2021;12;13;25;37;39;41;0;NULL;0.00;125;35344.96;8177;771.87;68319310.42;76629622.50;80000000.00;28897444.13;NULL
2375;26/05/2021;2;6;44;46;53;58;0;NULL;0.00;144;42488.96;8909;981.09;79590065.50;106120143.00;100000000.00;30507552.02;NULL
2376;29/05/2021;12;14;17;18;19;22;2;"MACEIO/AL; SAO PAULO/SP";47341439.63;433;18922.04;19908;587.93;0.00;142106854.50;2500000.00;32663668.29;NULL
2377;02/06/2021;5;18;29;35;43;44;0;NULL;0.00;35;51216.97;2890;886.10;3302147.03;31091467.50;7200000.00;33135403.59;NULL
2378;05/06/2021;11;37;38;41;49;54;0;NULL;0.00;33;67079.61;2518;1255.88;7379881.13;38394031.50;12000000.00;33717937.04;NULL
2379;09/06/2021;2;8;26;32;46;56;0;NULL;0.00;72;35139.46;4222;856.07;36180172.96;43882042.50;42000000.00;34383737.35;NULL
2380;12/06/2021;11;16;20;24;39;53;1;BALNEARIO CAMBORIU/SC;43258691.06;59;65129.22;5566;986.24;0.00;66648006.00;3000000.00;35394954.23;NULL
2381;16/06/2021;7;23;32;41;42;47;0;NULL;0.00;37;45372.62;2458;975.69;3092501.87;29117547.00;7000000.00;35836740.23;NULL
2382;19/06/2021;6;9;19;38;53;55;1;CANAL ELETRONICO;7098061.76;52;41816.28;4044;768.13;0.00;37714473.00;2500000.00;36408963.09;NULL
2383;23/06/2021;13;15;16;20;40;41;1;SAO PAULO/SP;2783717.00;47;32152.36;2151;1003.62;0.00;26210173.50;2500000.00;36806636.97;NULL
2384;26/06/2021;9;13;22;25;26;31;0;NULL;0.00;57;28668.57;3781;617.41;15563083.34;28342629.00;20000000.00;37236665.53;NULL
2385;29/06/2021;12;24;32;37;43;60;0;NULL;0.00;32;44062.03;2340;860.79;18160423.87;24455340.00;22000000.00;37607714.19;NULL
2386;01/07/2021;11;13;16;35;49;50;0;NULL;0.00;44;45390.69;3087;924.24;21839458.94;34640068.50;27000000.00;38133290.63;NULL
2387;03/07/2021;8;26;30;31;38;48;0;NULL;0.00;30;89150.26;3038;1257.64;26766184.04;46387732.50;32000000.00;38837108.52;NULL
2388;07/07/2021;8;30;33;37;45;48;0;NULL;0.00;83;40247.97;5329;895.52;32919886.46;57940375.50;40000000.00;39716208.89;NULL
2389;10/07/2021;16;30;37;39;40;51;0;NULL;0.00;57;69283.28;3887;1451.41;55677317.71;68495580.00;65000000.00;40755458.09;NULL
2390;14/07/2021;9;13;20;22;32;56;0;NULL;0.00;102;48643.77;7787;910.24;64817227.15;86057100.00;75000000.00;42061159.45;NULL
2391;17/07/2021;5;8;13;27;36;50;1;COLATINA/ES;76237205.10;192;32288.63;13379;661.95;0.00;107525155.50;2500000.00;43692584.88;NULL
2392;21/07/2021;11;15;23;25;34;53;0;NULL;0.00;31;52887.76;2525;927.59;3020168.99;28436494.50;7000000.00;44124037.62;NULL
2393;24/07/2021;26;27;28;32;38;51;0;NULL;0.00;28;80268.42;2368;1355.88;7160329.36;38981808.00;12000000.00;44715489.12;NULL
2394;28/07/2021;5;16;25;36;42;44;0;NULL;0.00;48;48523.22;4144;802.92;31571809.53;40397094.00;38000000.00;45328414.04;NULL
2395;31/07/2021;4;11;12;44;45;57;0;NULL;0.00;72;51378.77;6026;876.97;38386256.33;64161634.50;46000000.00;46301906.45;NULL
2396;04/08/2021;2;3;25;39;42;49;0;NULL;0.00;49;81665.84;5934;963.36;45757672.77;69405799.50;55000000.00;47354965.96;NULL
2397;07/08/2021;6;14;20;39;46;48;0;NULL;0.00;79;60862.18;6058;1133.82;54614721.42;83393815.50;65000000.00;48620258.63;NULL
2398;10/08/2021;8;17;30;36;54;59;1;MOGI MIRIM/SP;60902054.13;78;43757.99;5421;899.44;0.00;59198575.50;2500000.00;49518449.03;NULL
2399;12/08/2021;27;35;42;44;51;52;0;NULL;0.00;34;45545.20;1706;1296.71;23081763.93;26858439.00;26000000.00;49925958.72;NULL
2400;14/08/2021;9;21;25;26;36;53;0;NULL;0.00;52;49503.96;3623;1015.02;27823722.22;44648055.00;34000000.00;50603381.35;NULL
2401;18/08/2021;8;11;13;33;38;48;0;NULL;0.00;128;25058.88;8020;571.34;33732342.14;55632793.50;41000000.00;51447469.92;NULL
2402;21/08/2021;6;22;25;29;30;60;1;TERESINA/PI;40953827.42;128;30626.84;6285;891.06;0.00;67994118.00;3000000.00;52479110.70;NULL
2403;25/08/2021;10;12;14;32;33;34;0;NULL;0.00;65;24631.80;2793;818.91;2949333.95;27769545.00;6500000.00;52900444.13;NULL
2404;28/08/2021;1;19;35;40;47;54;0;NULL;0.00;43;49870.87;2492;1229.33;22470410.90;37194147.00;28000000.00;53464772.34;NULL
2405;01/09/2021;21;38;48;49;53;59;0;NULL;0.00;18;154808.90;2630;1513.61;27603547.93;48331210.50;34000000.00;54198077.64;NULL
2406;04/09/2021;8;12;29;43;54;60;0;NULL;0.00;64;54257.75;5120;968.88;34000251.00;60228355.50;40000000.00;55111892.38;NULL
2407;08/09/2021;13;17;31;43;54;55;0;NULL;0.00;45;62896.47;4411;916.65;39214037.44;49090567.50;45000000.00;55856719.02;NULL
2408;11/09/2021;4;29;30;38;43;57;1;ARARUAMA/RJ;46317095.04;65;59322.24;4828;1140.94;0.00;66879058.50;3000000.00;56871441.55;NULL
2409;15/09/2021;2;29;39;49;52;58;0;NULL;0.00;23;67950.86;1364;1636.85;19677953.62;27107037.00;23500000.00;57282723.08;NULL
2410;18/09/2021;7;10;27;35;43;59;2;"CURITIBA/PR; SAO PAULO/SP";12503139.64;93;31102.36;5939;695.76;0.00;50169015.00;3000000.00;58043912.46;NULL
2411;22/09/2021;7;26;29;34;43;44;0;NULL;0.00;35;45154.92;2517;896.99;2911303.81;27411471.00;7000000.00;58459813.02;NULL
2412;25/09/2021;9;16;34;36;49;60;0;NULL;0.00;37;59039.36;3285;949.97;6935302.38;37888083.00;10000000.00;59034669.97;NULL
2413;28/09/2021;3;22;37;40;41;48;0;NULL;0.00;12;114924.54;1759;1120.03;9475739.63;23919565.50;12800000.00;59397589.58;NULL
2414;30/09/2021;4;5;6;14;29;38;0;NULL;0.00;39;47324.83;3415;772.08;24318156.63;32012005.50;29000000.00;59883291.75;NULL
2415;02/10/2021;10;12;26;29;35;60;0;NULL;0.00;61;45170.89;4773;824.70;29393937.79;47791174.50;35000000.00;60608403.36;NULL
2416;06/10/2021;6;7;11;26;37;57;1;BRASILIA/DF;35714240.27;86;39895.60;5658;866.28;0.00;59509003.50;3000000.00;61511303.72;NULL
2417;09/10/2021;3;7;10;11;27;46;0;NULL;0.00;131;15067.60;7708;365.82;3636047.80;34235320.50;6500000.00;62030739.12;NULL
2418;13/10/2021;2;11;19;27;57;60;0;NULL;0.00;80;21123.67;3919;616.00;6749009.06;29310183.00;10500000.00;62475447.89;NULL
2419;16/10/2021;10;35;43;48;50;53;1;SANTOS/SP;11509541.30;31;83364.16;3078;1199.42;14397821.39;44822938.50;16900000.00;63155523.93;NULL
2420;19/10/2021;5;8;29;39;44;60;0;NULL;0.00;18;86921.91;2198;1016.89;17279968.84;27136948.50;21000000.00;63567259.30;NULL
2421;21/10/2021;2;3;32;35;48;57;0;NULL;0.00;49;47248.93;3678;899.24;21544806.83;40155714.00;26500000.00;64176521.88;NULL
2422;23/10/2021;2;7;10;20;30;46;0;NULL;0.00;110;26323.93;6942;595.88;26878866.26;50223001.50;33000000.00;64938530.38;NULL
2423;27/10/2021;16;18;38;48;51;60;0;NULL;0.00;40;82766.60;3295;1435.36;32977458.15;57421480.50;40000000.00;65809757.80;NULL
2424;30/10/2021;3;16;17;37;38;53;0;NULL;0.00;101;41070.64;6968;850.44;57100491.99;71946909.00;65000000.00;66901372.30;NULL
2425;03/11/2021;10;31;38;46;49;54;0;NULL;0.00;75;57727.72;5048;1225.26;65076031.99;75093943.50;75000000.00;68040735.17;NULL
2426;06/11/2021;5;11;24;27;32;57;0;NULL;0.00;249;25132.53;15271;585.42;76603928.34;108541264.50;90000000.00;69687577.51;NULL
2427;10/11/2021;3;19;25;37;44;56;5;"CANAL ELETRONICO; ANGICAL/BA; GOIANIA/GO; BENEDITO LEITE/MA; BORBOREMA/SP";18181413.39;680;11418.47;19557;567.17;0.00;134671644.00;3000000.00;71730883.05;NULL
2428;13/11/2021;3;9;25;28;29;39;0;NULL;0.00;50;39761.94;4168;681.41;3662283.50;34482343.50;8000000.00;72254066.41;NULL
2429;17/11/2021;11;37;53;55;56;60;0;NULL;0.00;31;63435.43;2462;1141.05;33113631.63;34107727.50;38000000.00;72771565.92;NULL
2430;20/11/2021;19;26;39;45;46;56;1;UBERLANDIA/MG;39690444.50;37;96493.78;4109;1241.27;0.00;61924185.00;3000000.00;73711110.63;NULL
2431;24/11/2021;8;11;22;25;26;36;0;NULL;0.00;46;35595.61;2988;782.84;3016259.01;28399680.00;7000000.00;74142004.79;NULL
2432;27/11/2021;7;29;38;40;44;52;0;NULL;0.00;21;100863.31;2572;1176.47;6918076.69;36737685.00;12000000.00;74699407.33;NULL
2433;01/12/2021;8;9;32;52;53;57;0;NULL;0.00;31;71625.00;2625;1208.36;11008240.88;38511067.50;16000000.00;75283716.51;NULL
2434;04/12/2021;1;2;14;28;40;51;0;NULL;0.00;37;75710.54;3663;1092.50;30465573.56;48586693.50;37000000.00;76020898.14;NULL
2435;07/12/2021;5;22;30;32;33;36;0;NULL;0.00;46;46912.51;3051;1010.43;34440791.34;37428786.00;40000000.00;76588786.41;NULL
2436;09/12/2021;5;15;28;32;38;54;1;BARUERI/SP;39405657.46;65;41464.82;4285;898.55;0.00;46746850.50;3000000.00;77298053.00;NULL
2437;11/12/2021;1;19;41;46;48;55;0;NULL;0.00;16;101047.85;1416;1631.11;2978252.29;28041826.50;6500000.00;77723517.63;NULL
2438;15/12/2021;4;11;19;25;37;55;1;CANAL ELETRONICO;6549381.39;99;19581.95;5073;545.91;0.00;33624076.50;3000000.00;78233678.94;NULL
2439;18/12/2021;2;8;34;38;47;51;0;NULL;0.00;46;40082.94;3008;875.67;93986574.37;31979866.50;370000000.00;93986574.37;NULL
2440;31/12/2021;12;15;23;32;33;46;2;"CABO FRIO/RJ; CAMPINAS/SP";189062363.74;1712;50861.33;143494;866.88;0.00;1510256529.00;3000000.00;0.00;NULL
2441;05/01/2022;9;41;42;46;47;54;0;NULL;0.00;18;83666.84;1588;1354.80;2774216.16;26120718.00;6000000.00;396316.62;NULL
2442;08/01/2022;2;7;9;25;41;49;0;NULL;0.00;63;31638.77;4651;612.23;6445978.98;34571596.50;11000000.00;920854.18;NULL
2443;12/01/2022;1;5;12;13;17;31;2;"CANAL ELETRONICO; URUCANIA/MG";5259397.57;161;13732.65;8131;388.45;0.00;38347726.50;3000000.00;1502685.07;NULL
2444;15/01/2022;15;17;20;35;37;43;0;NULL;0.00;58;30313.67;3161;794.59;11886391.96;30494794.50;16000000.00;1965367.35;NULL
2445;19/01/2022;11;25;32;37;47;56;0;NULL;0.00;63;38345.37;3802;907.70;16336473.72;41899882.50;22000000.00;2601093.32;NULL
2446;22/01/2022;1;13;27;41;51;58;0;NULL;0.00;74;41305.51;4344;1005.19;21967067.62;53015031.00;28500000.00;3405463.90;NULL
2447;25/01/2022;13;19;29;42;49;52;0;NULL;0.00;42;48167.42;3080;938.32;25693704.42;35088264.00;31000000.00;3937840.60;NULL
2448;27/01/2022;18;30;32;35;40;48;0;NULL;0.00;53;51387.47;3529;1102.51;30710743.70;47238088.50;36000000.00;4654560.52;NULL
2449;29/01/2022;14;20;21;31;49;52;1;BLUMENAU/SC;36777767.10;65;50669.64;3771;1247.68;15646007.23;57124246.50;20000000.00;5521278.16;NULL
2450;02/02/2022;2;6;11;15;17;39;0;NULL;0.00;94;26814.82;5633;639.24;20289204.34;43718166.00;26000000.00;6184592.04;NULL
2451;05/02/2022;13;26;31;46;51;60;1;BELO HORIZONTE/MG;26422347.01;60;55490.34;4536;1048.57;0.00;57746794.50;3000000.00;7060755.29;NULL
2452;09/02/2022;8;10;51;56;57;58;0;NULL;0.00;23;72470.70;2117;1124.78;3070469.13;28910097.00;7000000.00;7499393.76;NULL
2453;12/02/2022;10;14;15;24;34;44;0;NULL;0.00;63;35542.46;3892;821.89;7195264.40;38837137.50;12000000.00;8088650.25;NULL
2454;16/02/2022;9;14;22;24;44;47;0;NULL;0.00;49;46328.88;4523;717.00;25302046.31;39373780.50;31000000.00;8686048.95;NULL
2455;19/02/2022;21;38;50;53;56;59;0;NULL;0.00;44;76582.32;3811;1263.11;31509244.82;58444069.50;37000000.00;9572791.60;NULL
2456;22/02/2022;28;34;40;41;52;55;0;NULL;0.00;31;81253.19;2581;1394.17;36149229.74;43687921.50;40000000.00;10235646.61;NULL
2457;24/02/2022;10;19;46;47;49;50;0;NULL;0.00;51;62932.87;4414;1038.76;42061607.16;55668172.50;50000000.00;11080271.98;NULL
2458;26/02/2022;15;40;44;45;47;51;0;NULL;0.00;79;53045.63;5279;1134.03;49781142.90;72683527.50;57000000.00;12183062.81;NULL
2459;03/03/2022;15;24;33;49;53;59;0;NULL;0.00;84;54844.93;6200;1061.51;78988925.51;79905195.00;90000000.00;13395424.40;NULL
2460;05/03/2022;16;17;18;28;35;47;0;NULL;0.00;155;44541.73;11542;854.51;91706759.32;119745157.50;107000000.00;15212257.82;NULL
2461;09/03/2022;8;11;16;21;32;37;0;NULL;0.00;278;34308.42;17238;790.42;109276280.24;165426367.50;130000000.00;17722189.41;NULL
2462;12/03/2022;3;16;23;41;45;57;0;NULL;0.00;294;39145.65;19576;839.86;130476737.46;199613560.50;165000000.00;20750826.17;NULL
2463;16/03/2022;11;16;31;37;42;51;0;NULL;0.00;281;51216.19;20541;1000.90;156987854.95;249616246.50;190000000.00;24538128.68;NULL
2464;19/03/2022;2;7;24;43;52;56;2;"CANAL ELETRONICO; MONGAGUA/SP";94690936.18;496;35454.28;31802;789.94;69389852.30;305006872.50;80000000.00;29165845.47;NULL
2465;23/03/2022;3;8;23;29;53;54;0;NULL;0.00;160;34522.77;11384;693.15;79564984.88;95804275.50;90000000.00;30619435.86;NULL
2466;26/03/2022;2;3;13;20;53;54;0;NULL;0.00;156;42402.06;10583;892.90;91749995.68;114728346.00;110000000.00;32360151.71;NULL
2467;30/03/2022;1;10;19;34;35;45;0;NULL;0.00;168;45486.09;11371;960.04;105826742.35;132540043.50;120000000.00;34371115.53;NULL
2468;02/04/2022;22;35;41;42;53;57;1;SANTOS/SP;122627171.80;267;34158.18;20734;628.38;0.00;158184963.00;3000000.00;36771176.89;NULL
2469;06/04/2022;5;28;30;38;52;55;0;NULL;0.00;34;60884.93;2246;1316.68;39673720.61;35904424.50;45000000.00;37315936.79;NULL
2470;09/04/2022;8;33;40;42;48;51;0;NULL;0.00;81;57198.65;6197;1068.04;48208361.37;80358174.00;60000000.00;38535171.20;NULL
2471;13/04/2022;8;23;29;30;36;55;0;NULL;0.00;95;52849.61;7346;976.37;57457043.28;87081250.50;70000000.00;39856411.49;NULL
2472;16/04/2022;5;13;18;23;35;36;1;GUARULHOS/SP;66733761.74;233;21613.45;14583;493.32;0.00;87345229.50;3000000.00;41181657.00;NULL
2473;20/04/2022;15;18;28;42;55;60;0;NULL;0.00;23;87936.68;2630;1098.61;3725738.29;35079804.00;8500000.00;41713905.34;NULL
2474;23/04/2022;22;30;38;39;49;56;0;NULL;0.00;27;92717.92;2372;1507.69;30586951.42;43419690.00;36000000.00;42372690.60;NULL
2475;26/04/2022;1;40;44;45;58;60;0;NULL;0.00;44;56378.81;3054;1160.38;35156602.17;43025688.00;40000000.00;43025497.86;NULL
2476;28/04/2022;2;7;32;46;49;55;0;NULL;0.00;72;45992.87;4799;985.76;41256708.63;57435741.00;48000000.00;43896941.66;NULL
2477;30/04/2022;20;33;37;38;49;50;0;NULL;0.00;45;95131.71;4787;1277.54;49142626.01;74250099.00;60000000.00;45023501.30;NULL
2478;04/05/2022;2;17;23;28;39;46;1;HERVAL D'OESTE/SC;58922844.33;196;27088.07;10963;691.84;0.00;92085948.00;3000000.00;46420675.36;NULL
2479;07/05/2022;10;15;17;20;21;35;1;VASSOURAS/RJ;4456908.10;90;26882.94;5989;577.12;20612617.77;41964156.00;27000000.00;47057376.54;NULL
2480;11/05/2022;4;6;9;31;50;56;0;NULL;0.00;74;46356.22;4757;1030.16;26931702.00;59497533.00;35000000.00;47960102.87;NULL
2481;14/05/2022;1;8;21;27;36;37;0;NULL;0.00;72;62081.21;5710;1118.30;35165631.15;77526814.50;45000000.00;49136378.48;NULL
2482;18/05/2022;1;32;35;44;45;57;0;NULL;0.00;52;82539.97;5101;1202.02;43072091.08;74443518.00;53000000.00;50265872.77;NULL
2483;21/05/2022;20;34;38;40;49;54;0;NULL;0.00;72;74529.17;5242;1462.39;52957011.78;93071776.50;65000000.00;51678004.31;NULL
2484;25/05/2022;11;14;36;41;54;59;0;NULL;0.00;121;45019.83;7558;1029.63;89629968.88;94481851.50;100000000.00;53111530.22;NULL
2485;28/05/2022;5;12;32;38;47;60;0;NULL;0.00;188;46388.86;13488;923.68;105695165.13;151262352.00;120000000.00;55406558.27;NULL
2486;31/05/2022;8;9;17;19;33;56;1;BLUMENAU/SC;117557270.98;231;27876.31;15582;590.37;0.00;111688024.50;3000000.00;57101144.85;NULL
2487;02/06/2022;23;36;42;48;54;58;1;RIO DE JANEIRO/RJ;3681934.22;141;14175.63;4588;622.35;0.00;34667365.50;4000000.00;57627135.47;NULL
2488;04/06/2022;17;31;34;40;56;57;0;NULL;0.00;39;54865.83;2541;1202.99;3941676.88;37112980.50;9000000.00;58190232.19;NULL
2489;08/06/2022;3;10;13;25;41;42;0;NULL;0.00;92;29078.19;6187;617.69;34313545.28;46399621.50;40000000.00;58894230.46;NULL
2490;11/06/2022;11;16;17;41;46;59;0;NULL;0.00;65;65482.06;5432;1119.38;42154159.81;73823548.50;52000000.00;60014318.26;NULL
2491;15/06/2022;22;29;38;43;48;53;0;NULL;0.00;83;53600.57;6198;1025.41;50349405.00;77162584.50;60000000.00;61185067.58;NULL
2492;18/06/2022;10;30;31;33;42;52;0;NULL;0.00;65;71634.15;6645;1001.01;58926651.64;80759331.00;70000000.00;62410388.54;NULL
2493;22/06/2022;4;9;37;43;44;56;0;NULL;0.00;149;34422.27;9549;767.30;68374657.73;88957993.50;80000000.00;63760103.71;NULL
2494;25/06/2022;1;4;10;22;53;54;1;DIADEMA/SP;78763087.85;157;35919.96;11899;677.05;27939712.46;97812585.00;35000000.00;65244165.17;NULL
2495;28/06/2022;8;12;14;30;33;41;0;NULL;0.00;37;54647.64;3602;801.92;31664380.64;35069728.50;37000000.00;65776260.65;NULL
2496;30/06/2022;7;26;31;38;46;58;0;NULL;0.00;50;54371.58;3505;1108.04;36672289.48;47152120.50;43000000.00;66491676.20;NULL
2497;02/07/2022;5;14;23;46;48;52;0;NULL;0.00;87;42861.28;6309;844.35;43541372.70;64676065.50;55000000.00;67472973.82;NULL
2498;06/07/2022;9;12;26;29;46;47;1;BLUMENAU/SC;51830706.79;88;51135.50;7866;817.24;0.00;78048481.50;3000000.00;68657164.42;NULL
2499;09/07/2022;11;19;38;47;56;59;0;NULL;0.00;30;74169.24;3158;1006.54;21692427.80;38592625.50;27000000.00;69242711.05;NULL
2500;13/07/2022;5;16;25;32;39;55;1;DOURADOS/MS;27485274.00;84;37436.76;4928;911.60;0.00;54542722.50;3000000.00;70070260.52;NULL
2501;16/07/2022;11;27;32;40;58;59;0;NULL;0.00;30;70561.85;2331;1297.33;3899470.54;36715585.50;9000000.00;70627327.76;NULL
2502;20/07/2022;16;20;21;39;44;55;0;NULL;0.00;103;22920.73;2914;1157.38;8248378.04;40947273.00;13000000.00;71248600.28;NULL
2503;23/07/2022;3;14;16;38;43;45;1;CANAL ELETRONICO;13748083.57;91;32808.29;5194;821.15;0.00;51782647.50;3000000.00;72034272.50;NULL
2504;27/07/2022;14;33;41;42;44;55;0;NULL;0.00;39;46871.70;2885;905.17;17766858.97;31705497.00;22000000.00;72515324.18;NULL
2505;30/07/2022;3;5;19;26;43;51;1;CACAPAVA DO SUL/RS;24271229.51;108;32693.92;6977;722.97;0.00;61242102.00;3000000.00;73444519.99;NULL
2506;02/08/2022;21;22;29;34;40;44;0;NULL;0.00;12;101318.72;1145;1516.93;2239676.89;21087747.00;6000000.00;73764473.84;NULL
2507;04/08/2022;4;6;12;34;35;53;1;MOSSORO/RN;5543989.92;47;38165.32;3385;757.02;0.00;31111861.50;3000000.00;74236518.56;NULL
2508;06/08/2022;41;45;48;51;53;58;0;NULL;0.00;26;71728.72;1510;1764.37;3435428.42;32346382.50;8000000.00;74727294.07;NULL
2509;10/08/2022;8;37;39;50;59;60;0;NULL;0.00;47;48983.97;2560;1284.73;20074834.59;39931078.50;27000000.00;75333148.37;NULL
2510;13/08/2022;8;13;25;32;44;57;4;"CANAL ELETRONICO; MORRETES/PR; DUQUE DE CAXIAS/RJ; BARUERI/SP";6670155.67;242;14818.18;10296;497.55;0.00;62197002.00;3000000.00;76276832.41;NULL
2511;17/08/2022;4;10;15;39;41;49;0;NULL;0.00;31;55886.42;2031;1218.59;3191408.35;30048804.00;7500000.00;76732747.89;NULL
2512;20/08/2022;7;10;34;47;49;52;0;NULL;0.00;81;31030.62;4382;819.41;7821502.90;43594798.50;14000000.00;77394189.99;NULL
2513;24/08/2022;13;19;21;35;46;50;0;NULL;0.00;62;41501.26;3823;961.50;12561383.62;44628493.50;18000000.00;78071315.82;NULL
2514;27/08/2022;5;15;24;34;45;52;0;NULL;0.00;52;59901.15;4477;993.92;33953898.66;54025366.50;42000000.00;78891015.70;NULL
2515;31/08/2022;3;12;19;41;45;54;0;NULL;0.00;97;38822.29;6861;784.09;40890828.40;65314876.50;50000000.00;79882005.68;NULL
2516;03/09/2022;8;17;49;51;52;53;0;NULL;0.00;94;49051.86;6665;988.29;49384545.61;79972857.00;60000000.00;81095393.86;NULL
2517;08/09/2022;1;5;6;16;22;39;0;NULL;0.00;116;38906.31;8240;782.44;57698210.35;78277567.50;70000000.00;82283060.27;NULL
2518;10/09/2022;3;22;23;44;53;60;0;NULL;0.00;112;39587.01;7288;869.08;65865634.54;76900635.00;75000000.00;83449835.17;NULL
